post_slug,post_title,post_type,permalink,equation_count,display_equation_count,inline_equation_count,top_domains,top_tools,recommended_feature_stack,example_equations
groupthink-in-social-psychology,Groupthink in Social Psychology,post,https://sustainablecatalyst.com/groupthink-in-social-psychology/,4,4,0,Engineering,mechanical-systems-engineering-tool | structural-engineering-tool | decision-analysis-tool | global-impact-assessment-matrix,engineering-estimator | unit-and-safety-check,Q_i=\beta_0-\beta_1C_i-\beta_2L_i-\beta_3I_i-\beta_4S_i+\beta_5D_i+\beta_6O_i+\beta_7P_i+\varepsilon_i ; P(SC_i=1)=\operatorname{logit}^{-1}(\theta_0+\theta_1C_i+\theta_2L_i+\theta_3S_i+\theta_4CP_i-\theta_5PS_i-\theta_6D_i) ; UG_i=U^{perceived}_i-U^{private}_i ; GTR=w_1C+w_2L+w_3I+w_4S+w_5CP+w_6SC+w_7M-w_8D-w_9O-w_{10}P
heuristics-and-metaheuristics,Heuristics and Metaheuristics: Practical Search Without Perfect Guarantees,post,https://sustainablecatalyst.com/heuristics-and-metaheuristics/,4,4,0,"Electrical, RF, and Power Systems",systems-modeling-tool | limits-to-growth-system-dynamics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"h: \mathcal{S} \rightarrow \mathbb{R} ; s_{t+1} \in N(s_t) ; P(\text{accept worse move}) = e^{-\Delta C / T} ; P_{t+1} = \text{select}(\text{vary}(P_t), f)"
human-in-the-loop-and-human-judgment,Human-in-the-Loop and Human Judgment: Designing Meaningful Review in Algorithmic Systems,post,https://sustainablecatalyst.com/human-in-the-loop-and-human-judgment/,4,4,0,"Mathematical Modeling | Risk, Resilience, and Global Impact",systems-modeling-tool | systems-thinking-tool | decision-analysis-tool | global-impact-assessment-matrix | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,H = \frac{T + I + A + R + P}{5} ; L = \frac{\text{accepted recommendations}}{\text{total recommendations}} ; O = \frac{\text{overrides}}{\text{reviewed cases}} ; \rho = S(1-H)
islamic-world-roots-of-algorithmic-reasoning,"Islamic-World Roots of Algorithmic Reasoning: Al-Khwārizmī, Algebra, Algorism, and Procedural Thought",post,https://sustainablecatalyst.com/islamic-world-roots-of-algorithmic-reasoning/,4,4,0,"Electrical, RF, and Power Systems | Mathematical Modeling",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,Input \rightarrow Procedure \rightarrow Output ; A = B \quad \Rightarrow \quad T(A) = T(B) ; Result \approx Table(x) + Correction(x) ; \Delta = \sum_i |Observed_i - Expected_i|
john-von-neumann-and-the-architecture-of-modern-computing,"John von Neumann and the Architecture of Modern Computing: Stored Programs, Memory, and AI Infrastructure",post,https://sustainablecatalyst.com/john-von-neumann-and-the-architecture-of-modern-computing/,4,4,0,"Mathematical Modeling | Electrical, RF, and Power Systems",systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"Computer = Memory + Control + Arithmetic + Input + Output ; Instruction_t = Memory[ProgramCounter_t] ; State_{t+1} = Execute(Instruction_t, State_t, Memory_t) ; Throughput \leq min(ComputeRate, MemoryBandwidth)"
runtime-systems-environments-and-computational-context,Runtime Systems and Computational Context: Why Code Depends on Where It Runs,post,https://sustainablecatalyst.com/runtime-systems-environments-and-computational-context/,4,4,0,Environmental Monitoring,environmental-monitoring-qaqc-tool | environmental-science-calculator | decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool,environmental-monitoring | climate-scenario-analysis,"E = (R, O, H, D, C, P, X) ; B = F(A, I, E) ; (A, I, E)_1 \approx (A, I, E)_2 ; G = (S, B, E, I, O, L, A)"
the-philosophy-of-algorithms,"The Philosophy of Algorithms: Procedure, Formalization, Human Judgment, and Algorithmic Responsibility",post,https://sustainablecatalyst.com/the-philosophy-of-algorithms/,4,4,0,"Risk, Resilience, and Global Impact | Engineering",decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,WorldQuestion \rightarrow FormalProblem \rightarrow Procedure \rightarrow Output \rightarrow Action ; Representation = Selection + Encoding + Omission + Structure ; DelegationRisk = DecisionSeverity \times AutomationLevel \times Opacity ; ResponsibleUse = Fit + Evidence + Explanation + Contestability + Oversight + Repair
the-unknown-the-variable-and-islamic-mathematical-philosophy,"The Unknown, the Variable, and Islamic Mathematical Philosophy: Algebra, Abstraction, and Algorithmic Reasoning",post,https://sustainablecatalyst.com/the-unknown-the-variable-and-islamic-mathematical-philosophy/,4,4,0,Engineering | Mathematical Modeling | Systems Modeling,mechanical-systems-engineering-tool | structural-engineering-tool | systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,Knowns + Unknown + Relation \rightarrow Problem ; Problem \rightarrow Case \rightarrow Rule \rightarrow Transformation \rightarrow Solution \rightarrow Verification ; x^2 + bx = c ; x^2 + bx + \left(\frac{b}{2}\right)^2 = c + \left(\frac{b}{2}\right)^2
trade-inheritance-surveying-and-practical-calculation,"Trade, Inheritance, Surveying, and Practical Calculation: Medieval Mathematics as Institutional Algorithmic Reasoning",post,https://sustainablecatalyst.com/trade-inheritance-surveying-and-practical-calculation/,4,4,0,Mathematical Modeling,systems-modeling-tool | systems-thinking-tool,equation-explainer | systems-modeling-tool | scenario-simulation,Situation \rightarrow Quantities \rightarrow Rule \rightarrow Calculation \rightarrow Interpreted\ Result ; Share_i = Total \times \frac{Weight_i}{\sum_{j=1}^{n} Weight_j} ; Area = Length \times Width ; Computed\ Total = Expected\ Total
what-is-calculus-for-systems-modeling,"What Is Calculus for Systems Modeling? Rates, Accumulation, and Dynamic Change",post,https://sustainablecatalyst.com/what-is-calculus-for-systems-modeling/,4,4,0,Health and Clinical Research | Energy and Climate,systems-modeling-tool | limits-to-growth-system-dynamics-tool | energy-systems-calculator | climate-change-scenario-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | decision-analysis-tool,predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,"f'(x)=\lim_{h \to 0}\frac{f(x+h)-f(x)}{h} ; \int_a^b f(x)\,dx ; S(t)=S(0)+\int_0^t F(\tau)\,d\tau ; \frac{dx}{dt}=f(x,t,\theta)"
why-frameworks-matter-in-research-education-and-strategic-communication,"Why Frameworks Matter in Research, Education, and Strategic Communication",post,https://sustainablecatalyst.com/why-frameworks-matter-in-research-education-and-strategic-communication/,4,4,0,"Mathematical Modeling | Electrical, RF, and Power Systems",systems-modeling-tool | systems-thinking-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"\text{Framework Value} = \text{Comprehension} + \text{Comparison} + \text{Retention} + \text{Action} ; G = (V, E) ; C_i = \frac{\text{Completed Metadata Fields}_i}{\text{Required Metadata Fields}_i} ; \text{Coverage}_k = \frac{\text{Published Articles in Category } k}{\text{Planned Articles in Category } k}"
public-narrative-and-social-change,Public Narrative and Social Change: How Stories Build Collective Action and Civic Responsibility,post,https://sustainablecatalyst.com/public-narrative-and-social-change/,31,3,28,"Health and Clinical Research | Risk, Resilience, and Global Impact",decision-analysis-tool | global-impact-assessment-matrix | clinical-research-calculator | health-and-medical-public-health-analytics-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics,M_r = \frac{D_f + P_s + R_s + C_o + T_a + F_b}{6} ; T_e = C_dw_c + E_tw_e + S_rw_s + R_uw_r + V_rw_v + (1 - A_g)w_a ; A_p = S_dw_s + O_vw_o + C_lw_c + B_rw_b + U_ew_u + (1 - H_r)w_h
grit-burnout-and-the-risks-of-overpersistence,"Grit, Burnout, and the Risks of Overpersistence",post,https://sustainablecatalyst.com/grit-burnout-and-the-risks-of-overpersistence/,28,3,25,"Engineering | Health and Clinical Research | Risk, Resilience, and Global Impact",systems-modeling-tool | limits-to-growth-system-dynamics-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,B_i = \beta_0 + \beta_1G_i + \beta_2D_i + \beta_3R_i - \beta_4S_i - \beta_5A_i - \beta_6C_i + \epsilon_i ; O_i = \alpha_0 + \alpha_1G_i + \alpha_2K_i + \alpha_3I_i - \alpha_4F_i - \alpha_5Q_i + u_i ; P_{t+1} = \rho P_t + \lambda E_t + \gamma F_t + \sigma S_t + \omega C_t - \delta B_t + \eta_t
efficiency-slack-and-resilience-in-system-design,"Efficiency, Slack, and Resilience in System Design",post,https://sustainablecatalyst.com/efficiency-slack-and-resilience-in-system-design/,21,3,18,"Environmental Monitoring | Electrical, RF, and Power Systems | Engineering | Risk, Resilience, and Global Impact",decision-analysis-tool | global-impact-assessment-matrix | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool | structural-engineering-tool | systems-modeling-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,S_r = \alpha E_f + \beta S_l + \gamma R_d + \delta M_o + \epsilon D_v + \zeta F_b + \eta P_r + \theta G_q - \lambda T_c - \mu P_s - \nu O_l - \xi D_m - \rho H_t ; A_s = \frac{C_s}{D_s + U_s} ; F_o = U_r \times T_c \times P_s \times (1 - S_l)
grit-and-long-term-achievement,Grit and Long-Term Achievement,post,https://sustainablecatalyst.com/grit-and-long-term-achievement/,21,3,18,Systems Modeling | Health and Clinical Research,systems-modeling-tool | limits-to-growth-system-dynamics-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics,Y_i = \beta_0 + \beta_1G_i + \beta_2P_i + \beta_3S_i + \beta_4A_i + \beta_5F_i - \beta_6B_i + \epsilon_i ; Y_{t+1} = Y_t + \lambda E_t + \phi F_t + \sigma S_t - \delta B_t + \eta_t ; E_t = \alpha_0 + \alpha_1G_t + \alpha_2M_t + \alpha_3C_t - \alpha_4B_t + u_t
grit-in-positive-psychology,Grit in Positive Psychology,post,https://sustainablecatalyst.com/grit-in-positive-psychology/,21,3,18,Health and Clinical Research | Mathematical Modeling | Economics,systems-modeling-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | policy-economics-scorecard | tradeoff-analysis,G_i = w_P P_i + w_I I_i ; F_i = \beta_0 + \beta_1G_i + \beta_2M_i + \beta_3R_i + \beta_4S_i + \beta_5H_i + \epsilon_i ; E_{t+1} = \rho E_t + \lambda M_t + \gamma B_t + \sigma S_t - \delta D_t + \eta_t
stress-testing-public-institutions,Stress Testing Public Institutions,post,https://sustainablecatalyst.com/stress-testing-public-institutions/,21,3,18,Engineering,mechanical-systems-engineering-tool | structural-engineering-tool | decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | limits-to-growth-system-dynamics-tool | economics-calculator | economics-forecasting-and-scenario-tool,engineering-estimator | unit-and-safety-check,S_p = \alpha E_f + \beta C_m + \gamma D_v + \delta W_r + \epsilon G_d + \zeta L_a + \eta C_o + \theta Q_e + \iota T_p - \lambda F_i - \mu O_l - \nu H_f ; R_s = \rho X_c + \sigma V_d + \tau K_f + \phi U_a + \chi P_l ; R_c = \omega B_s + \psi M_a + \kappa F_r + \xi L_c + \upsilon A_m
wetland-loss-fishing-cat,Wetland Loss and the Fishing Cat: When Ecosystems Collapse,post,https://sustainablecatalyst.com/wetland-loss-fishing-cat/,21,3,18,Environmental Monitoring | Health and Clinical Research,environmental-monitoring-qaqc-tool | environmental-science-calculator | mechanical-systems-engineering-tool | structural-engineering-tool | energy-systems-calculator | climate-change-scenario-tool | decision-analysis-tool | global-impact-assessment-matrix,predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,W_r = \alpha H_i + \beta F_h + \gamma B_d + \delta Q_w + \epsilon C_s + \zeta P_c + \eta S_c + \theta G_w - \lambda L_c - \mu P_o - \nu F_g - \xi D_h - \rho C_l ; S_f = \frac{H_i + F_h + B_d + P_a + C_v + K_m}{6} - \frac{F_g + P_o + R_m + X_h}{4} ; G_n = E_s - R_e
human-behavior-in-organizations,Human Behavior in Organizations,post,https://sustainablecatalyst.com/human-behavior-in-organizations/,20,3,17,"Environmental Monitoring | Engineering | Electrical, RF, and Power Systems",mechanical-systems-engineering-tool | structural-engineering-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | decision-analysis-tool | global-impact-assessment-matrix | electronics-engineering-calculator | rf-and-antenna-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,B_i = \alpha C_i + \beta M_i + \gamma R_i + \delta S_j + \lambda L_j + \mu N_k + \rho I_k - \theta W_i + \epsilon_i ; P(V_i = 1) = \sigma(\beta_0 + \beta_1 PS_j + \beta_2 T_j + \beta_3 E_i - \beta_4 F_i - \beta_5 H_k) ; E_{t+1} = E_t + \eta_1 A_t + \eta_2 F_t + \eta_3 P_t - \eta_4 D_t - \eta_5 X_t
perseverance-and-passion-for-long-term-goals,Perseverance and Passion for Long-Term Goals,post,https://sustainablecatalyst.com/perseverance-and-passion-for-long-term-goals/,20,3,17,Mathematical Modeling | Systems Modeling,systems-modeling-tool | systems-thinking-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,G_i = w_P P_i + w_I I_i ; Y_i = \beta_0 + \beta_1G_i + \beta_2A_i + \beta_3C_i + \beta_4S_i + \epsilon_i ; E_{t+1} = \rho E_t + \lambda M_t + \gamma F_t + \sigma S_t - \delta B_t + \eta_t
